Title,Tag,URL
Why are US rightwingers so angry? Because they know social change is coming,commentisfree,https://www.theguardian.com/commentisfree/2021/dec/20/rightwingers-us-social-change-coming
The Audio Long Read  Ten ways to confront the climate crisis without losing hope – podcast,news,https://www.theguardian.com/news/audio/2021/dec/20/ten-ways-to-confront-the-climate-crisis-without-losing-hope-podcast
America witnessed a coup attempt. Now it’s sleep-walking into another disaster,commentisfree,https://www.theguardian.com/commentisfree/2021/dec/13/america-witnessed-a-coup-attempt-now-its-sleep-walking-into-another-disaster
The arguments about abortion in the US are about one thing: controlling women,commentisfree,https://www.theguardian.com/commentisfree/2021/dec/10/arguments-abortion-us-controlling-women-anti-abortionists-women-rights-over-bodies
This Giving Tuesday you can support the publication I’m proud to write for,commentisfree,https://www.theguardian.com/commentisfree/2021/nov/29/giving-tuesday-guardian-support-free-press
Does experiencing harm make you biased and untrustworthy? Some think so,commentisfree,https://www.theguardian.com/commentisfree/2021/nov/22/does-experiencing-harm-make-you-biased-and-untrustworthy-some-think-so
The long read  Ten ways to confront the climate crisis without losing hope,environment,https://www.theguardian.com/environment/2021/nov/18/ten-ways-confront-climate-crisis-without-losing-hope-rebecca-solnit-reconstruction-after-covid
We need to discuss the word ‘woke’,commentisfree,https://www.theguardian.com/commentisfree/2021/nov/09/woke-word-meaning-definition-progressive
Why do the media keep saying this election was a loss for Democrats? It wasn’t,commentisfree,https://www.theguardian.com/commentisfree/2021/nov/06/democrats-election-victory-loss-media-republicans
Our climate demands we change the world right now. The good news? We can,commentisfree,https://www.theguardian.com/commentisfree/2021/oct/30/our-climate-demands-we-change-the-world-right-now-the-good-news-we-can
"‘Every time you commit an antisocial act, push an acorn into the ground’: Rebecca Solnit on Orwell’s lessons from nature",books,https://www.theguardian.com/books/2021/oct/16/every-time-you-commit-an-antisocial-act-push-an-acorn-into-the-ground-rebecca-solnit-on-orwells-lessons-from-nature
Congress is on the cusp of passing the most pivotal bill in years – if we make them,commentisfree,https://www.theguardian.com/commentisfree/2021/sep/14/congress-is-on-the-cusp-of-passing-the-most-pivotal-bill-in-years-if-we-make-them
US politics live  Biden signs order on declassification of FBI’s 9/11 documents – as it happened,us-news,https://www.theguardian.com/us-news/live/2021/sep/03/joe-biden-louisiana-texas-abortion-afghanistan-covid-us-politics-latest
Republicans seethe with violence and lies. Texas is part of a bigger war they’re waging,commentisfree,https://www.theguardian.com/commentisfree/2021/sep/03/republicans-texas-abortion-right-democracy
Big oil coined ‘carbon footprints’ to blame us for their greed. Keep them on the hook,commentisfree,https://www.theguardian.com/commentisfree/2021/aug/23/big-oil-coined-carbon-footprints-to-blame-us-for-their-greed-keep-them-on-the-hook
The IPCC’s latest climate report is dire. But it also included some prospects for hope,commentisfree,https://www.theguardian.com/commentisfree/2021/aug/13/ipcc-latest-climate-report-hope
Republicans treated Covid like a bioweapon. Then it turned against them,commentisfree,https://www.theguardian.com/commentisfree/2021/aug/07/republicans-treated-covid-like-bioweapon-turned-against-them
"Our climate change turning point is right here, right now",commentisfree,https://www.theguardian.com/commentisfree/2021/jul/12/our-climate-change-turning-point-is-right-here-right-now
Stop glorifying ‘centrism’. It is an insidious bias favoring an unjust status quo,commentisfree,https://www.theguardian.com/commentisfree/2021/may/28/centrism-insidious-bias-unjust-status-quo
